SECCIÓN,CASILLA,DISTRITO,NO. MPO,MUNICIPIO,ACTA,PAN,PRI,PRD,PT,PVEM,PCP,PMC,MORENA,PNA SAN LUIS,PES,RSP,FXM,CI,"PAN,PRI,PRD,PCP","PAN,PRI,PRD","PAN,PRI,PCP","PAN,PRD,PCP","PRI,PRD,PCP","PAN,PRI","PAN,PRD","PAN,PCP","PRI,PRD","PRI,PCP","PRD,PCP","PT,PVEM",CNR,VTN,TOTAL,OBSERVACIONES
1793,B1,3.0,56.0,ZARAGOZA,11793B015603,17,58,20,38,159,26,17,23,3,15,8,1,1,3,2,0,0,0,0,0,0,0,0,0,19,0,14,424,
1794,B1,3.0,56.0,ZARAGOZA,11794B015603,4,12,7,13,76,4,7,10,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,153,
1795,B1,3.0,56.0,ZARAGOZA,11795B015603,35,28,8,29,97,11,19,28,3,14,17,1,1,1,1,0,0,0,0,1,0,0,1,0,8,0,17,320,
1,B1,4.0,1.0,AHUALULCO,10001B010104,73,51,6,5,71,5,7,23,51,1,7,0,2,1,1,0,0,0,2,0,1,1,0,0,3,0,10,321,
1,C1,4.0,1.0,AHUALULCO,10001C010104,78,42,7,12,70,13,8,31,61,1,4,0,3,11,0,0,0,0,0,0,0,0,0,0,2,1,9,353,
1,C2,4.0,1.0,AHUALULCO,10001C020104,68,61,7,11,98,7,1,19,55,1,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,336,
2,B1,4.0,1.0,AHUALULCO,10002B010104,64,48,9,16,89,7,7,32,67,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,16,365,
2,C1,4.0,1.0,AHUALULCO,10002C010104,60,41,8,12,114,3,3,25,53,0,7,0,1,6,3,0,0,0,0,0,0,0,0,0,6,0,15,357,
2,C2,4.0,1.0,AHUALULCO,10002C020104,63,40,11,13,116,13,7,21,58,3,6,0,0,1,3,0,0,0,1,1,1,3,1,0,3,0,10,375,
2,C3,4.0,1.0,AHUALULCO,10002C030104,81,42,9,5,102,2,9,23,58,0,5,0,1,3,1,0,0,0,3,0,0,0,0,0,12,0,10,366,
3,B1,4.0,1.0,AHUALULCO,10003B010104,38,24,3,8,59,3,2,4,7,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,14,168,
4,B1,4.0,1.0,AHUALULCO,10004B010104,39,11,2,0,154,3,4,0,2,0,0,0,0,3,1,0,0,0,2,1,1,0,0,0,6,0,15,244,
5,B1,4.0,1.0,AHUALULCO,10005B010104,33,13,3,2,97,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,9,167,
6,B1,4.0,1.0,AHUALULCO,10006B010104,74,20,8,11,107,9,4,19,30,1,1,0,0,0,0,0,0,0,4,0,1,0,1,0,3,0,20,313,
6,E1,4.0,1.0,AHUALULCO,10006E010104,52,46,4,8,125,4,9,12,32,2,1,0,1,2,1,0,0,0,5,0,0,0,0,0,3,1,22,330,
6,X1,4.0,1.0,AHUALULCO,10006X010104,81,25,8,11,134,5,6,9,32,1,2,0,0,4,2,0,0,0,4,0,0,2,0,0,4,0,23,353,
7,B1,4.0,1.0,AHUALULCO,10007B010104,62,36,7,6,138,2,9,20,74,1,3,0,1,1,1,1,0,0,3,0,0,0,0,0,4,1,28,398,
7,C1,4.0,1.0,AHUALULCO,10007C010104,65,37,12,6,115,5,6,13,74,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,33,373,
8,B1,4.0,1.0,AHUALULCO,10008B010104,60,29,22,14,121,4,3,11,80,1,7,0,2,1,0,0,0,1,0,1,0,0,0,0,3,0,32,392,
8,C1,4.0,1.0,AHUALULCO,10008C010104,63,38,12,9,131,11,7,25,89,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,408,
8,E1,4.0,1.0,AHUALULCO,10008E010104,30,0,25,7,64,2,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,153,
9,B1,4.0,1.0,AHUALULCO,10009B010104,15,8,1,3,75,6,5,8,32,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,10,172,
10,B1,4.0,1.0,AHUALULCO,10010B010104,4,12,22,1,16,2,0,4,9,0,0,0,0,2,1,0,0,0,2,1,0,2,0,0,2,0,2,82,
11,B1,4.0,1.0,AHUALULCO,10011B010104,62,19,7,14,181,17,5,11,24,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,49,409,
11,C1,4.0,1.0,AHUALULCO,10011C010104,53,41,16,16,157,8,9,10,43,1,4,0,0,2,1,0,0,0,1,2,0,0,0,0,2,0,8,374,
12,B1,4.0,1.0,AHUALULCO,10012B010104,76,36,23,14,129,8,16,21,47,2,7,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,27,414,
13,B1,4.0,1.0,AHUALULCO,10013B010104,22,39,15,0,169,4,9,9,60,0,6,1,0,80,76,65,41,58,61,37,26,54,43,19,169,0,0,1063,
13,C1,4.0,1.0,AHUALULCO,10013C010104,35,17,13,15,146,12,4,19,37,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,310,
14,B1,4.0,1.0,AHUALULCO,10014B010104,27,24,22,19,130,9,4,11,22,1,4,0,0,1,1,0,0,0,3,0,0,2,0,0,9,0,7,296,
14,C1,4.0,1.0,AHUALULCO,10014C010104,26,26,16,22,127,12,5,15,21,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,13,0,16,304,
14,E1,4.0,1.0,AHUALULCO,10014E010104,33,18,44,9,208,6,8,9,31,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,13,0,22,410,
14,X1,4.0,1.0,AHUALULCO,10014X010104,47,22,36,11,234,2,11,12,35,1,0,2,2,3,0,0,1,0,1,0,0,0,0,0,15,0,11,446,
555,B1,4.0,21.0,MEXQUITIC DE CARMONA,10555B012104,38,57,4,23,213,1,20,31,10,0,16,12,2,4,4,0,0,0,3,0,0,0,0,0,20,0,15,473,
555,C1,4.0,21.0,MEXQUITIC DE CARMONA,10555C012104,37,65,1,24,235,1,26,35,4,2,9,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,12,461,
555,E1,4.0,21.0,MEXQUITIC DE CARMONA,10555E012104,23,47,2,12,139,0,26,25,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,10,1,6,300,
556,B1,4.0,21.0,MEXQUITIC DE CARMONA,10556B012104,63,60,5,13,113,3,38,35,1,2,7,0,0,1,1,1,0,0,3,0,0,0,0,0,8,0,23,377,
556,C1,4.0,21.0,MEXQUITIC DE CARMONA,10556C012104,61,66,5,26,117,3,38,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,376,
556,E1,4.0,21.0,MEXQUITIC DE CARMONA,10556E012104,11,72,1,10,98,2,18,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,21,262,
557,B1,4.0,21.0,MEXQUITIC DE CARMONA,10557B012104,13,57,2,23,82,2,25,8,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,20,1,25,266,
557,C1,4.0,21.0,MEXQUITIC DE CARMONA,10557C012104,14,82,1,15,73,2,26,16,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,25,271,
558,B1,4.0,21.0,MEXQUITIC DE CARMONA,10558B012104,14,62,0,6,72,1,34,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,228,
558,C1,4.0,21.0,MEXQUITIC DE CARMONA,10558C012104,10,72,0,13,52,1,36,21,0,2,2,1,0,0,0,0,0,0,3,0,0,1,1,0,1,0,13,229,
559,B1,4.0,21.0,MEXQUITIC DE CARMONA,10559B012104,16,82,3,23,126,2,37,34,0,2,2,1,0,3,0,0,0,0,1,0,1,0,1,0,6,0,19,359,
559,C1,4.0,21.0,MEXQUITIC DE CARMONA,10559C012104,32,62,1,21,140,3,27,39,0,1,5,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,19,358,
559,C2,4.0,21.0,MEXQUITIC DE CARMONA,10559C022104,23,107,1,15,136,5,13,46,1,1,4,0,0,2,2,1,0,1,1,0,0,0,1,0,13,0,18,391,
560,B1,4.0,21.0,MEXQUITIC DE CARMONA,10560B012104,12,87,4,26,132,2,27,39,3,5,9,0,1,2,1,0,0,0,1,0,0,0,1,0,8,1,11,372,
560,C1,4.0,21.0,MEXQUITIC DE CARMONA,10560C012104,15,94,1,32,109,3,35,34,0,3,10,0,0,1,0,0,0,0,2,0,0,1,0,0,12,0,10,362,
561,B1,4.0,21.0,MEXQUITIC DE CARMONA,10561B012104,18,97,1,25,163,2,34,59,0,4,14,1,0,3,3,0,0,0,0,0,0,0,1,0,16,0,22,463,
561,C1,4.0,21.0,MEXQUITIC DE CARMONA,10561C012104,31,105,2,36,195,2,45,38,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,483,
562,B1,4.0,21.0,MEXQUITIC DE CARMONA,10562B012104,10,76,1,21,144,1,32,34,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,10,352,
562,C1,4.0,21.0,MEXQUITIC DE CARMONA,10562C012104,12,82,1,19,131,2,35,26,3,4,6,0,0,2,2,0,0,2,1,0,0,1,0,1,10,0,10,350,
563,B1,4.0,21.0,MEXQUITIC DE CARMONA,10563B012104,18,31,1,8,69,1,19,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,203,
564,B1,4.0,21.0,MEXQUITIC DE CARMONA,10564B012104,8,53,0,7,61,5,23,18,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,205,
565,B1,4.0,21.0,MEXQUITIC DE CARMONA,10565B012104,16,68,3,24,133,1,14,24,0,1,2,1,0,2,2,1,0,1,0,0,0,0,0,0,12,0,16,321,
565,C1,4.0,21.0,MEXQUITIC DE CARMONA,10565C012104,9,87,1,15,138,1,17,20,1,0,1,1,0,1,0,1,0,1,3,1,0,1,0,0,16,0,16,331,
565,C2,4.0,21.0,MEXQUITIC DE CARMONA,10565C022104,17,77,0,24,114,1,20,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,7,308,
566,B1,4.0,21.0,MEXQUITIC DE CARMONA,10566B012104,21,90,1,20,140,1,26,22,0,5,2,0,2,1,1,0,0,0,1,0,0,1,0,0,14,0,22,370,
566,C1,4.0,21.0,MEXQUITIC DE CARMONA,10566C012104,9,103,4,19,172,2,24,19,2,2,13,1,2,0,0,0,0,0,0,0,0,0,0,0,20,0,17,409,
567,B1,4.0,21.0,MEXQUITIC DE CARMONA,10567B012104,11,74,3,17,162,0,33,17,0,1,5,1,0,2,0,0,0,0,1,0,0,0,0,0,15,0,13,355,
568,B1,4.0,21.0,MEXQUITIC DE CARMONA,10568B012104,23,38,2,12,131,1,40,24,1,6,5,0,1,0,1,0,0,0,1,0,0,0,0,0,12,1,20,319,
568,C1,4.0,21.0,MEXQUITIC DE CARMONA,10568C012104,20,47,2,7,119,2,35,21,0,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,9,0,13,284,
569,B1,4.0,21.0,MEXQUITIC DE CARMONA,10569B012104,15,75,1,17,107,26,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,272,
570,B1,4.0,21.0,MEXQUITIC DE CARMONA,10570B012104,22,154,4,22,110,0,104,17,5,2,3,0,0,2,0,0,0,0,3,0,0,2,0,0,7,0,39,496,
571,B1,4.0,21.0,MEXQUITIC DE CARMONA,10571B012104,25,55,0,22,211,4,36,29,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21,416,
572,B1,4.0,21.0,MEXQUITIC DE CARMONA,10572B012104,9,62,0,15,169,1,7,69,0,1,5,4,1,2,1,0,0,0,0,0,0,0,0,1,29,0,19,395,
572,C1,4.0,21.0,MEXQUITIC DE CARMONA,10572C012104,12,55,1,19,64,3,14,43,2,6,6,0,0,2,2,0,0,0,1,0,0,0,1,0,22,1,16,270,
572,E1,4.0,21.0,MEXQUITIC DE CARMONA,10572E012104,22,45,1,16,151,0,14,20,1,0,3,0,0,0,2,1,0,0,1,0,0,0,0,0,24,15,0,316,ANULADA POR EL TESLP
572,X1,4.0,21.0,MEXQUITIC DE CARMONA,10572X012104,18,57,2,15,122,2,13,15,0,1,5,0,2,2,2,1,0,1,4,0,0,0,0,0,24,0,13,299,
573,B1,4.0,21.0,MEXQUITIC DE CARMONA,10573B012104,17,44,1,25,180,2,29,13,3,0,5,0,0,3,1,0,0,1,0,0,0,0,1,0,25,0,15,365,
573,C1,4.0,21.0,MEXQUITIC DE CARMONA,10573C012104,9,43,2,17,174,3,22,17,2,2,9,0,0,3,0,0,0,1,0,0,0,0,1,0,21,0,17,343,
573,C2,4.0,21.0,MEXQUITIC DE CARMONA,10573C022104,12,46,3,24,159,2,25,21,0,0,8,0,0,0,0,1,0,0,1,1,0,0,1,0,28,0,0,332,
573,C3,4.0,21.0,MEXQUITIC DE CARMONA,10573C032104,11,55,0,20,157,3,17,17,2,2,8,1,1,0,1,0,0,0,0,0,0,0,1,0,20,0,13,329,
574,B1,4.0,21.0,MEXQUITIC DE CARMONA,10574B012104,19,29,0,13,113,3,22,22,0,0,4,0,0,1,1,0,0,0,0,2,0,0,0,0,8,0,17,254,
574,C1,4.0,21.0,MEXQUITIC DE CARMONA,10574C012104,7,22,1,7,137,0,21,9,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,8,231,
575,B1,4.0,21.0,MEXQUITIC DE CARMONA,10575B012104,20,27,1,10,158,1,12,16,2,0,5,2,0,0,0,0,0,0,1,0,0,0,2,0,8,0,5,270,
576,B1,4.0,21.0,MEXQUITIC DE CARMONA,10576B012104,22,47,2,5,62,5,17,11,1,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,14,194,
577,B1,4.0,21.0,MEXQUITIC DE CARMONA,10577B012104,7,100,0,11,104,0,31,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,293,
577,C1,4.0,21.0,MEXQUITIC DE CARMONA,10577C012104,14,72,2,10,122,1,31,10,0,3,1,0,0,0,1,0,0,2,0,0,0,0,0,0,12,0,18,299,
578,B1,4.0,21.0,MEXQUITIC DE CARMONA,10578B012104,62,70,0,17,149,1,44,10,0,4,0,0,0,1,0,0,0,0,2,1,0,0,2,0,10,0,24,397,
578,C1,4.0,21.0,MEXQUITIC DE CARMONA,10578C012104,49,60,2,17,134,5,57,17,2,2,3,1,0,1,1,0,0,0,2,1,0,1,1,0,1,0,22,379,
579,B1,4.0,21.0,MEXQUITIC DE CARMONA,10579B012104,6,76,4,25,101,2,8,17,1,3,8,0,0,2,1,0,0,0,1,0,0,0,1,0,8,0,5,269,
579,C1,4.0,21.0,MEXQUITIC DE CARMONA,10579C012104,18,71,1,15,87,4,10,18,0,2,6,1,2,2,2,0,0,0,0,0,0,0,1,0,8,0,12,260,
579,E1,4.0,21.0,MEXQUITIC DE CARMONA,10579E012104,18,54,1,26,131,1,19,29,1,1,7,0,2,2,2,0,0,0,1,0,0,0,0,0,6,0,13,314,
580,B1,4.0,21.0,MEXQUITIC DE CARMONA,10580B012104,25,87,1,24,183,2,21,30,5,1,5,0,0,1,1,0,0,0,0,0,0,1,2,0,17,0,11,417,
580,C1,4.0,21.0,MEXQUITIC DE CARMONA,10580C012104,26,54,3,33,181,7,19,24,1,0,6,0,0,0,2,0,0,0,3,1,0,0,0,0,34,1,18,413,
580,C2,4.0,21.0,MEXQUITIC DE CARMONA,10580C022104,42,60,1,22,157,2,21,32,2,2,5,0,2,3,1,0,0,0,3,0,0,1,0,0,17,0,15,388,
581,B1,4.0,21.0,MEXQUITIC DE CARMONA,10581B012104,24,70,2,28,186,2,26,24,16,0,8,2,1,6,0,0,0,0,0,0,0,0,0,0,23,0,23,441,
581,C1,4.0,21.0,MEXQUITIC DE CARMONA,10581C012104,25,56,3,28,215,1,16,24,17,1,10,1,1,1,2,0,0,0,2,0,1,0,0,0,13,0,17,434,
582,B1,4.0,21.0,MEXQUITIC DE CARMONA,10582B012104,9,63,1,17,156,2,23,19,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,4,315,
582,C1,4.0,21.0,MEXQUITIC DE CARMONA,10582C012104,24,65,4,9,130,3,28,11,0,2,1,0,0,3,2,1,0,0,1,0,0,0,1,0,12,0,7,304,
582,E1,4.0,21.0,MEXQUITIC DE CARMONA,10582E012104,25,106,2,28,185,2,30,26,2,3,7,0,4,3,0,0,0,0,0,0,0,0,0,0,7,0,11,441,
583,B1,4.0,21.0,MEXQUITIC DE CARMONA,10583B012104,39,99,4,22,127,1,59,47,2,2,6,0,1,1,0,0,0,0,1,0,0,1,0,0,2,0,19,433,
584,B1,4.0,21.0,MEXQUITIC DE CARMONA,10584B012104,3,31,1,28,133,3,18,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,14,272,
584,C1,4.0,21.0,MEXQUITIC DE CARMONA,10584C012104,10,15,0,27,133,0,26,24,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,18,277,
585,B1,4.0,21.0,MEXQUITIC DE CARMONA,10585B012104,23,92,9,26,165,4,50,31,1,4,16,2,0,1,2,0,0,0,1,1,0,1,2,0,15,0,22,468,
585,C1,4.0,21.0,MEXQUITIC DE CARMONA,10585C012104,31,94,2,23,161,0,58,34,1,11,6,4,2,0,1,0,0,0,0,0,0,0,0,0,13,0,21,462,
586,B1,4.0,21.0,MEXQUITIC DE CARMONA,10586B012104,29,66,4,17,154,3,27,22,2,5,1,0,4,3,2,0,1,1,0,0,0,0,1,0,29,0,7,378,
586,C1,4.0,21.0,MEXQUITIC DE CARMONA,10586C012104,22,47,2,16,182,2,20,19,3,13,8,1,3,0,0,0,0,0,0,3,0,0,0,0,32,0,10,383,
586,C2,4.0,21.0,MEXQUITIC DE CARMONA,10586C022104,28,55,1,36,153,0,19,17,3,12,4,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,10,356,
586,C3,4.0,21.0,MEXQUITIC DE CARMONA,10586C032104,12,51,0,15,183,2,14,20,1,8,6,2,0,1,0,0,0,0,1,1,0,0,0,0,28,4,8,357,
587,B1,4.0,21.0,MEXQUITIC DE CARMONA,10587B012104,22,101,3,23,244,2,34,32,2,1,10,2,3,2,1,0,0,0,2,0,0,0,0,0,20,0,16,520,
587,C1,4.0,21.0,MEXQUITIC DE CARMONA,10587C012104,25,80,2,35,250,3,48,30,2,2,10,4,2,1,0,0,0,0,1,0,0,0,0,0,20,1,26,542,
588,B1,4.0,21.0,MEXQUITIC DE CARMONA,10588B012104,26,60,3,17,158,2,25,20,5,1,4,0,0,1,1,0,0,0,2,0,0,1,0,1,26,0,17,370,
588,C1,4.0,21.0,MEXQUITIC DE CARMONA,10588C012104,41,73,2,40,174,1,24,33,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,406,
588,C2,4.0,21.0,MEXQUITIC DE CARMONA,10588C022104,33,72,1,38,156,0,23,22,1,1,10,1,1,3,1,0,0,0,1,1,0,0,0,0,18,0,10,393,
589,B1,4.0,21.0,MEXQUITIC DE CARMONA,10589B012104,84,99,3,32,192,3,27,26,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,492,
589,C1,4.0,21.0,MEXQUITIC DE CARMONA,10589C012104,60,114,2,31,178,0,18,20,1,0,6,1,0,2,1,0,0,1,1,0,2,0,0,0,16,0,12,466,
589,C2,4.0,21.0,MEXQUITIC DE CARMONA,10589C022104,73,106,0,27,206,0,26,20,2,3,7,0,0,4,1,0,0,0,2,0,0,0,1,0,17,1,17,513,
590,B1,4.0,21.0,MEXQUITIC DE CARMONA,10590B012104,68,103,1,31,133,8,38,38,0,4,9,2,2,3,2,1,0,0,2,0,0,0,0,0,11,0,18,474,
590,C1,4.0,21.0,MEXQUITIC DE CARMONA,10590C012104,57,104,4,22,155,5,48,40,2,2,7,7,1,3,5,0,0,0,0,0,0,0,0,0,16,0,16,494,
591,B1,4.0,22.0,MOCTEZUMA,10591B012204,133,24,5,60,182,1,15,24,3,2,3,2,1,2,0,0,0,0,5,0,0,0,0,0,22,0,15,499,
592,B1,4.0,22.0,MOCTEZUMA,10592B012204,123,23,3,29,190,6,25,23,4,1,5,1,0,2,2,1,0,0,0,1,0,0,0,0,28,0,10,477,
592,C1,4.0,22.0,MOCTEZUMA,10592C012204,115,24,3,37,185,5,14,33,3,0,11,0,0,4,2,0,0,0,0,0,0,0,2,0,28,0,9,475,
593,B1,4.0,22.0,MOCTEZUMA,10593B012204,80,16,7,31,162,1,10,9,1,0,4,2,0,0,5,0,0,0,1,0,0,0,0,0,24,0,13,366,
593,C1,4.0,22.0,MOCTEZUMA,10593C012204,87,29,1,25,146,1,12,20,1,1,6,0,0,2,0,0,0,0,1,0,0,0,0,0,24,0,13,369,
593,C2,4.0,22.0,MOCTEZUMA,10593C022204,102,24,3,35,151,5,8,21,2,1,7,1,0,1,1,0,0,0,3,0,0,0,0,0,21,0,11,397,
593,E1,4.0,22.0,MOCTEZUMA,10593E012204,98,6,3,106,164,3,17,12,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,13,0,10,438,
594,B1,4.0,22.0,MOCTEZUMA,10594B012204,14,8,1,7,47,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,102,
596,B1,4.0,22.0,MOCTEZUMA,10596B012204,29,13,0,18,78,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,
597,B1,4.0,22.0,MOCTEZUMA,10597B012204,71,34,5,43,114,4,8,14,1,0,3,0,0,0,1,0,0,0,3,2,1,0,0,0,11,0,20,335,
598,B1,4.0,22.0,MOCTEZUMA,10598B012204,70,12,1,45,167,3,5,13,1,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,29,0,9,362,
599,B1,4.0,22.0,MOCTEZUMA,10599B012204,34,2,4,21,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,27,0,7,247,
600,B1,4.0,22.0,MOCTEZUMA,10600B012204,59,12,0,7,106,1,8,2,0,1,3,1,0,1,0,1,0,0,1,0,0,0,0,0,6,0,6,215,
601,B1,4.0,22.0,MOCTEZUMA,10601B012204,129,22,1,35,240,2,6,2,4,0,4,1,1,2,2,0,0,0,2,1,0,0,0,0,24,0,12,490,
602,B1,4.0,22.0,MOCTEZUMA,10602B012204,103,25,1,17,96,1,7,12,0,0,1,1,0,1,1,1,1,0,2,0,0,0,0,0,12,0,7,289,
603,B1,4.0,22.0,MOCTEZUMA,10603B012204,110,33,6,51,130,2,8,20,0,1,0,0,0,2,0,2,0,0,5,1,0,0,1,1,16,0,17,406,
604,B1,4.0,22.0,MOCTEZUMA,10604B012204,161,30,6,33,112,3,9,16,1,0,3,1,0,12,1,3,0,0,6,0,0,1,0,0,25,0,19,442,
605,B1,4.0,22.0,MOCTEZUMA,10605B012204,106,11,3,24,130,2,4,9,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,15,323,
606,B1,4.0,22.0,MOCTEZUMA,10606B012204,101,29,8,13,96,1,7,35,3,1,5,0,0,4,1,0,1,0,5,1,0,0,0,0,8,11,11,341,
607,B1,4.0,22.0,MOCTEZUMA,10607B012204,111,14,4,30,164,4,25,9,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,16,0,12,396,
608,B1,4.0,22.0,MOCTEZUMA,10608B012204,85,8,4,35,119,8,1,7,0,0,0,1,0,3,1,1,0,0,4,0,0,0,0,0,21,0,19,317,
608,C1,4.0,22.0,MOCTEZUMA,10608C012204,110,24,4,36,92,9,1,4,0,0,0,0,0,1,1,0,0,1,4,0,2,0,0,0,16,0,8,313,
609,B1,4.0,22.0,MOCTEZUMA,10609B012204,55,18,3,31,116,0,1,14,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,23,0,14,281,
610,B1,4.0,22.0,MOCTEZUMA,10610B012204,118,28,3,21,62,1,21,5,1,0,2,0,0,5,0,0,0,0,8,0,0,0,0,0,5,0,18,298,
611,B1,4.0,22.0,MOCTEZUMA,10611B012204,27,10,5,22,50,2,0,6,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,8,142,
612,B1,4.0,22.0,MOCTEZUMA,10612B012204,81,8,1,39,180,3,10,20,0,0,2,0,0,3,1,1,0,0,6,1,1,0,0,0,26,0,11,394,
613,B1,4.0,22.0,MOCTEZUMA,10613B012204,95,18,2,17,99,2,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,1,7,267,
613,C1,4.0,22.0,MOCTEZUMA,10613C012204,74,22,3,23,96,2,5,8,0,0,0,0,0,3,1,2,0,0,1,1,0,0,0,0,8,0,19,268,
614,B1,4.0,22.0,MOCTEZUMA,10614B012204,53,17,1,10,62,3,0,9,1,2,0,0,0,3,0,1,0,0,1,1,0,0,0,0,8,0,6,178,
615,B1,4.0,22.0,MOCTEZUMA,10615B012204,50,5,3,17,88,3,5,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,24,0,15,221,
724,B1,4.0,25.0,SALINAS,10724B012504,29,36,5,25,73,10,8,31,0,4,89,1,0,2,0,0,0,0,1,0,0,0,0,0,11,2,8,335,
724,C1,4.0,25.0,SALINAS,10724C012504,33,34,8,18,89,13,15,29,3,0,71,1,0,0,0,0,0,0,2,0,1,0,0,0,6,0,10,333,
724,C2,4.0,25.0,SALINAS,10724C022504,26,37,5,16,66,28,10,32,3,3,77,1,1,2,0,0,0,0,3,0,0,1,0,0,11,0,10,332,
725,B1,4.0,25.0,SALINAS,10725B012504,17,26,8,19,128,12,10,35,3,9,86,3,0,0,0,0,0,0,2,0,0,0,0,0,9,0,6,373,
725,C1,4.0,25.0,SALINAS,10725C012504,17,22,6,21,105,25,11,30,1,1,96,3,1,0,0,0,0,0,2,0,0,0,0,0,8,0,15,364,
725,C2,4.0,25.0,SALINAS,10725C022504,19,40,4,24,109,10,13,18,2,2,91,2,0,0,1,0,0,0,2,0,1,0,0,0,7,0,13,358,
725,C3,4.0,25.0,SALINAS,10725C032504,23,28,6,23,125,28,7,30,3,4,65,1,0,0,0,0,0,0,3,0,0,0,0,0,19,0,10,375,
726,B1,4.0,25.0,SALINAS,10726B012504,12,25,6,19,134,18,12,42,3,2,96,1,0,2,0,0,0,0,0,0,0,0,0,0,7,1,10,390,
726,C1,4.0,25.0,SALINAS,10726C012504,17,43,5,21,114,15,19,41,1,4,87,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,11,395,
726,C2,4.0,25.0,SALINAS,10726C022504,12,31,9,26,121,22,13,53,4,1,91,3,1,0,1,0,0,0,2,0,0,0,0,0,10,0,13,413,
726,C3,4.0,25.0,SALINAS,10726C032504,28,38,8,15,109,23,17,33,3,4,101,1,1,3,1,0,0,0,2,0,0,0,0,0,15,0,8,410,
727,B1,4.0,25.0,SALINAS,10727B012504,41,30,9,13,113,8,15,25,1,7,100,7,1,0,1,0,0,0,5,1,0,0,0,0,6,0,17,400,
728,B1,4.0,25.0,SALINAS,10728B012504,42,44,11,17,99,13,13,18,3,0,69,0,1,1,1,0,0,0,6,0,0,1,0,0,10,0,6,355,
728,C1,4.0,25.0,SALINAS,10728C012504,36,38,16,18,95,16,13,23,6,0,59,0,0,2,0,0,0,0,3,1,0,1,0,0,2,0,8,337,
728,C2,4.0,25.0,SALINAS,10728C022504,45,47,9,24,97,10,11,22,2,0,54,3,0,0,1,0,0,1,4,0,0,0,1,0,6,0,7,344,
